is_commitment	id	turn_id
False	s1-league1-game2_08_units_stac_1360004619	s1-league1-game2_08_stac_1359734645
False	s1-league1-game2_08_units_stac_1360014618	s1-league1-game2_08_stac_1359734646
False	s1-league1-game2_08_units_stac_1360024618	s1-league1-game2_08_stac_1359734647
False	s1-league1-game2_08_units_stac_1360034618	s1-league1-game2_08_stac_1359734648
False	s1-league1-game2_08_units_stac_1360044618	s1-league1-game2_08_stac_1359734649
False	s1-league1-game2_08_units_stac_1360054618	s1-league1-game2_08_stac_1359734650
False	s1-league1-game2_08_units_stac_1360064618	s1-league1-game2_08_stac_1359734651
False	s1-league1-game2_08_units_stac_1360074618	s1-league1-game2_08_stac_1359734652
False	s1-league1-game2_08_units_stac_1360084618	s1-league1-game2_08_stac_1359734653
False	s1-league1-game2_08_units_stac_1360094618	s1-league1-game2_08_stac_1359734654
False	s1-league1-game2_08_units_stac_1360104618	s1-league1-game2_08_stac_1359734655
False	s1-league1-game2_08_units_stac_1360114618	s1-league1-game2_08_stac_1359734656
False	s1-league1-game2_08_units_stac_1360124618	s1-league1-game2_08_stac_1359734657
False	s1-league1-game2_08_units_stac_1360134618	s1-league1-game2_08_stac_1359734658
False	s1-league1-game2_08_units_stac_1360144618	s1-league1-game2_08_stac_1359734659
False	s1-league1-game2_08_units_stac_1360154618	s1-league1-game2_08_stac_1359734660
False	s1-league1-game2_04_units_stac_1359824617	s1-league1-game2_04_stac_1359734626
False	s1-league1-game2_04_units_stac_1359854617	s1-league1-game2_04_stac_1359734629
False	s1-league1-game2_04_units_stac_1359864617	s1-league1-game2_04_stac_1359734630
True	s1-league1-game2_04_units_stac_1359894617	s1-league1-game2_04_stac_1359734633
False	s1-league1-game2_04_units_stac_1359904617	s1-league1-game2_04_stac_1359734634
True	s1-league1-game2_04_units_stac_1359914617	s1-league1-game2_04_stac_1359734635
True	s1-league1-game2_04_units_stac_1359984617	s1-league1-game2_04_stac_1359734642
False	s1-league1-game2_04_units_stac_1359994617	s1-league1-game2_04_stac_1359734643
False	s1-league1-game2_04_units_stac_1360004617	s1-league1-game2_04_stac_1359734644
True	s1-league1-game2_04_units_stac_1360014617	s1-league1-game2_04_stac_1359734645
False	s1-league1-game2_04_units_stac_1360024617	s1-league1-game2_04_stac_1359734646
False	s1-league1-game2_04_units_stac_1360104617	s1-league1-game2_04_stac_1359734654
False	s1-league1-game2_04_units_stac_1360114617	s1-league1-game2_04_stac_1359734655
False	s1-league1-game2_04_units_stac_1360124617	s1-league1-game2_04_stac_1359734656
False	s1-league1-game2_04_units_stac_1360134617	s1-league1-game2_04_stac_1359734657
True	s1-league1-game2_04_units_stac_1360144617	s1-league1-game2_04_stac_1359734658
True	s1-league1-game2_04_units_stac_1360154617	s1-league1-game2_04_stac_1359734659
False	s1-league1-game2_04_units_stac_1360174617	s1-league1-game2_04_stac_1359734661
False	s1-league1-game2_04_units_stac_1360184617	s1-league1-game2_04_stac_1359734662
False	s1-league1-game2_04_units_stac_1360204617	s1-league1-game2_04_stac_1359734664
False	s1-league1-game2_04_units_stac_1360214617	s1-league1-game2_04_stac_1359734665
True	s1-league1-game2_04_units_stac_1360244617	s1-league1-game2_04_stac_1359734668
False	s1-league1-game2_04_units_stac_1360254617	s1-league1-game2_04_stac_1359734669
False	s1-league1-game2_04_units_stac_1360264617	s1-league1-game2_04_stac_1359734670
False	s1-league1-game2_04_units_stac_1360274617	s1-league1-game2_04_stac_1359734671
True	s1-league1-game2_04_units_stac_1360344617	s1-league1-game2_04_stac_1359734678
False	s1-league1-game2_04_units_stac_1360354617	s1-league1-game2_04_stac_1359734679
False	s1-league1-game2_04_units_stac_1360364617	s1-league1-game2_04_stac_1359734680
True	s1-league1-game2_04_units_stac_1360374617	s1-league1-game2_04_stac_1359734681
True	s1-league1-game2_04_units_stac_1360384617	s1-league1-game2_04_stac_1359734682
True	s1-league1-game2_04_units_stac_1360394617	s1-league1-game2_04_stac_1359734683
True	s1-league1-game2_04_units_stac_1360404617	s1-league1-game2_04_stac_1359734684
False	s1-league1-game2_04_units_stac_1360414617	s1-league1-game2_04_stac_1359734685
False	s1-league1-game2_04_units_stac_1360444617	s1-league1-game2_04_stac_1359734688
False	s1-league1-game2_04_units_stac_1360444618	s1-league1-game2_04_stac_1359734688
False	s1-league1-game2_04_units_stac_1360504617	s1-league1-game2_04_stac_1359734694
True	s1-league1-game2_04_units_stac_1360514617	s1-league1-game2_04_stac_1359734695
False	s1-league1-game2_04_units_stac_1360524617	s1-league1-game2_04_stac_1359734696
False	s1-league1-game2_04_units_stac_1360534617	s1-league1-game2_04_stac_1359734697
False	s1-league1-game2_05_units_stac_1359784617	s1-league1-game2_05_stac_1359734622
False	s1-league1-game2_05_units_stac_1359794617	s1-league1-game2_05_stac_1359734623
False	s1-league1-game2_05_units_stac_1359804617	s1-league1-game2_05_stac_1359734624
True	s1-league1-game2_05_units_stac_1359814617	s1-league1-game2_05_stac_1359734625
True	s1-league1-game2_05_units_stac_1359824617	s1-league1-game2_05_stac_1359734626
False	s1-league1-game2_05_units_stac_1359834617	s1-league1-game2_05_stac_1359734627
False	s1-league1-game2_05_units_stac_1359844617	s1-league1-game2_05_stac_1359734628
False	s1-league1-game2_05_units_stac_1359854617	s1-league1-game2_05_stac_1359734629
False	s1-league1-game2_05_units_stac_1359874617	s1-league1-game2_05_stac_1359734631
False	s1-league1-game2_05_units_stac_1359904617	s1-league1-game2_05_stac_1359734634
False	s1-league1-game2_05_units_stac_1359914617	s1-league1-game2_05_stac_1359734635
True	s1-league1-game2_05_units_stac_1359924617	s1-league1-game2_05_stac_1359734636
False	s1-league1-game2_05_units_stac_1359934617	s1-league1-game2_05_stac_1359734637
False	s1-league1-game2_05_units_stac_1359944617	s1-league1-game2_05_stac_1359734638
False	s1-league1-game2_05_units_stac_1359944618	s1-league1-game2_05_stac_1359734638
True	s1-league1-game2_05_units_stac_1359954617	s1-league1-game2_05_stac_1359734639
True	s1-league1-game2_05_units_stac_1359964617	s1-league1-game2_05_stac_1359734640
False	s1-league1-game2_05_units_stac_1359974617	s1-league1-game2_05_stac_1359734641
False	s1-league1-game2_05_units_stac_1360004617	s1-league1-game2_05_stac_1359734644
True	s1-league1-game2_05_units_stac_1360014617	s1-league1-game2_05_stac_1359734645
True	s1-league1-game2_05_units_stac_1360024617	s1-league1-game2_05_stac_1359734646
False	s1-league1-game2_05_units_stac_1360034617	s1-league1-game2_05_stac_1359734647
True	s1-league1-game2_05_units_stac_1360044617	s1-league1-game2_05_stac_1359734648
False	s1-league1-game2_05_units_stac_1360054617	s1-league1-game2_05_stac_1359734649
True	s1-league1-game2_05_units_stac_1360064617	s1-league1-game2_05_stac_1359734650
False	s1-league1-game2_05_units_stac_1360074617	s1-league1-game2_05_stac_1359734651
False	s1-league1-game2_05_units_stac_1360084617	s1-league1-game2_05_stac_1359734652
False	s1-league1-game2_05_units_stac_1360164617	s1-league1-game2_05_stac_1359734660
True	s1-league1-game2_05_units_stac_1360174617	s1-league1-game2_05_stac_1359734661
True	s1-league1-game2_05_units_stac_1360184617	s1-league1-game2_05_stac_1359734662
True	s1-league1-game2_05_units_stac_1360194617	s1-league1-game2_05_stac_1359734663
True	s1-league1-game2_05_units_stac_1360204617	s1-league1-game2_05_stac_1359734664
False	s1-league1-game2_05_units_stac_1360234617	s1-league1-game2_05_stac_1359734667
False	s1-league1-game2_05_units_stac_1360244617	s1-league1-game2_05_stac_1359734668
False	s1-league1-game2_06_units_stac_1359764617	s1-league1-game2_06_stac_1359734620
False	s1-league1-game2_06_units_stac_1359774617	s1-league1-game2_06_stac_1359734621
True	s1-league1-game2_06_units_stac_1359784617	s1-league1-game2_06_stac_1359734622
False	s1-league1-game2_06_units_stac_1359794617	s1-league1-game2_06_stac_1359734623
True	s1-league1-game2_06_units_stac_1359804617	s1-league1-game2_06_stac_1359734624
False	s1-league1-game2_06_units_stac_1359834617	s1-league1-game2_06_stac_1359734627
False	s1-league1-game2_06_units_stac_1359894617	s1-league1-game2_06_stac_1359734633
False	s1-league1-game2_06_units_stac_1359924617	s1-league1-game2_06_stac_1359734636
True	s1-league1-game2_06_units_stac_1359934617	s1-league1-game2_06_stac_1359734637
True	s1-league1-game2_06_units_stac_1359944617	s1-league1-game2_06_stac_1359734638
False	s1-league1-game2_06_units_stac_1359954617	s1-league1-game2_06_stac_1359734639
False	s1-league1-game2_06_units_stac_1359964617	s1-league1-game2_06_stac_1359734640
True	s1-league1-game2_06_units_stac_1359974617	s1-league1-game2_06_stac_1359734641
False	s1-league1-game2_06_units_stac_1359984617	s1-league1-game2_06_stac_1359734642
True	s1-league1-game2_06_units_stac_1359994617	s1-league1-game2_06_stac_1359734643
False	s1-league1-game2_06_units_stac_1360004617	s1-league1-game2_06_stac_1359734644
True	s1-league1-game2_06_units_stac_1360014617	s1-league1-game2_06_stac_1359734645
False	s1-league1-game2_06_units_stac_1360024617	s1-league1-game2_06_stac_1359734646
True	s1-league1-game2_06_units_stac_1360114617	s1-league1-game2_06_stac_1359734655
True	s1-league1-game2_06_units_stac_1360124617	s1-league1-game2_06_stac_1359734656
False	s1-league1-game2_06_units_stac_1360134617	s1-league1-game2_06_stac_1359734657
False	s1-league1-game2_06_units_stac_1360194617	s1-league1-game2_06_stac_1359734663
True	s1-league1-game2_06_units_stac_1360204617	s1-league1-game2_06_stac_1359734664
False	s1-league1-game2_06_units_stac_1360214617	s1-league1-game2_06_stac_1359734665
False	s1-league1-game2_06_units_stac_1360224617	s1-league1-game2_06_stac_1359734666
True	s1-league1-game2_07_units_stac_1359764617	s1-league1-game2_07_stac_1359734620
True	s1-league1-game2_07_units_stac_1359774617	s1-league1-game2_07_stac_1359734621
False	s1-league1-game2_07_units_stac_1359784617	s1-league1-game2_07_stac_1359734622
False	s1-league1-game2_07_units_stac_1359824617	s1-league1-game2_07_stac_1359734626
True	s1-league1-game2_07_units_stac_1359834617	s1-league1-game2_07_stac_1359734627
True	s1-league1-game2_07_units_stac_1359844617	s1-league1-game2_07_stac_1359734628
False	s1-league1-game2_07_units_stac_1359854617	s1-league1-game2_07_stac_1359734629
True	s1-league1-game2_07_units_stac_1359864617	s1-league1-game2_07_stac_1359734630
True	s1-league1-game2_07_units_stac_1359874617	s1-league1-game2_07_stac_1359734631
True	s1-league1-game2_07_units_stac_1359884617	s1-league1-game2_07_stac_1359734632
True	s1-league1-game2_07_units_stac_1359884618	s1-league1-game2_07_stac_1359734632
False	s1-league1-game2_07_units_stac_1359894617	s1-league1-game2_07_stac_1359734633
False	s1-league1-game2_07_units_stac_1359904617	s1-league1-game2_07_stac_1359734634
False	s1-league1-game2_07_units_stac_1359914617	s1-league1-game2_07_stac_1359734635
True	s1-league1-game2_07_units_stac_1359924617	s1-league1-game2_07_stac_1359734636
True	s1-league1-game2_07_units_stac_1359944617	s1-league1-game2_07_stac_1359734638
False	s1-league1-game2_07_units_stac_1359954617	s1-league1-game2_07_stac_1359734639
False	s1-league1-game2_07_units_stac_1359964617	s1-league1-game2_07_stac_1359734640
True	s1-league1-game2_07_units_stac_1360024617	s1-league1-game2_07_stac_1359734646
False	s1-league1-game2_07_units_stac_1360034617	s1-league1-game2_07_stac_1359734647
False	s1-league1-game2_07_units_stac_1360044617	s1-league1-game2_07_stac_1359734648
False	s1-league1-game2_07_units_stac_1360044618	s1-league1-game2_07_stac_1359734648
False	s1-league1-game2_07_units_stac_1360054617	s1-league1-game2_07_stac_1359734649
False	s1-league1-game2_07_units_stac_1360064617	s1-league1-game2_07_stac_1359734650
False	s1-league1-game2_07_units_stac_1360094617	s1-league1-game2_07_stac_1359734653
False	s1-league1-game2_07_units_stac_1360104617	s1-league1-game2_07_stac_1359734654
False	s1-league1-game2_07_units_stac_1360124617	s1-league1-game2_07_stac_1359734656
False	s1-league1-game2_07_units_stac_1360144617	s1-league1-game2_07_stac_1359734658
False	s1-league1-game2_07_units_stac_1360154617	s1-league1-game2_07_stac_1359734659
False	s1-league1-game2_07_units_stac_1360164617	s1-league1-game2_07_stac_1359734660
False	s1-league1-game2_07_units_stac_1360194617	s1-league1-game2_07_stac_1359734663
True	s1-league1-game2_07_units_stac_1360204617	s1-league1-game2_07_stac_1359734664
False	s1-league1-game2_07_units_stac_1360214617	s1-league1-game2_07_stac_1359734665
False	s1-league1-game2_07_units_stac_1360224617	s1-league1-game2_07_stac_1359734666
True	s1-league1-game2_07_units_stac_1360234617	s1-league1-game2_07_stac_1359734667
True	s1-league1-game2_07_units_stac_1360244617	s1-league1-game2_07_stac_1359734668
True	s1-league1-game2_07_units_stac_1360254617	s1-league1-game2_07_stac_1359734669
False	s1-league1-game2_07_units_stac_1360264617	s1-league1-game2_07_stac_1359734670
False	s1-league1-game2_07_units_stac_1360304617	s1-league1-game2_07_stac_1359734674
False	s1-league1-game2_07_units_stac_1360314617	s1-league1-game2_07_stac_1359734675
False	s1-league1-game2_07_units_stac_1360324617	s1-league1-game2_07_stac_1359734676
False	s1-league1-game2_01_units_stac_1359744616	s1-league1-game2_01_stac_1359734617
False	s1-league1-game2_01_units_stac_1359754616	s1-league1-game2_01_stac_1359734618
False	s1-league1-game2_01_units_stac_1359764616	s1-league1-game2_01_stac_1359734619
False	s1-league1-game2_01_units_stac_1359774616	s1-league1-game2_01_stac_1359734620
False	s1-league1-game2_01_units_stac_1359784616	s1-league1-game2_01_stac_1359734621
False	s1-league1-game2_01_units_stac_1359794616	s1-league1-game2_01_stac_1359734622
False	s1-league1-game2_01_units_stac_1359804616	s1-league1-game2_01_stac_1359734623
False	s1-league1-game2_01_units_stac_1359814616	s1-league1-game2_01_stac_1359734624
False	s1-league1-game2_01_units_stac_1359824616	s1-league1-game2_01_stac_1359734625
False	s1-league1-game2_01_units_stac_1359834616	s1-league1-game2_01_stac_1359734626
False	s1-league1-game2_01_units_stac_1359844616	s1-league1-game2_01_stac_1359734627
False	s1-league1-game2_01_units_stac_1359854616	s1-league1-game2_01_stac_1359734628
False	s1-league1-game2_01_units_stac_1359864616	s1-league1-game2_01_stac_1359734629
False	s1-league1-game2_01_units_stac_1359874616	s1-league1-game2_01_stac_1359734630
False	s1-league1-game2_01_units_stac_1359884616	s1-league1-game2_01_stac_1359734631
False	s1-league1-game2_01_units_stac_1359894616	s1-league1-game2_01_stac_1359734632
False	s1-league1-game2_01_units_stac_1359904616	s1-league1-game2_01_stac_1359734633
False	s1-league1-game2_01_units_stac_1359914616	s1-league1-game2_01_stac_1359734634
False	s1-league1-game2_01_units_stac_1359924616	s1-league1-game2_01_stac_1359734635
False	s1-league1-game2_01_units_stac_1359934616	s1-league1-game2_01_stac_1359734636
False	s1-league1-game2_01_units_stac_1359934617	s1-league1-game2_01_stac_1359734636
False	s1-league1-game2_01_units_stac_1359944616	s1-league1-game2_01_stac_1359734637
False	s1-league1-game2_01_units_stac_1359954616	s1-league1-game2_01_stac_1359734638
False	s1-league1-game2_01_units_stac_1359964616	s1-league1-game2_01_stac_1359734639
False	s1-league1-game2_01_units_stac_1359974616	s1-league1-game2_01_stac_1359734640
False	s1-league1-game2_01_units_stac_1359984616	s1-league1-game2_01_stac_1359734641
False	s1-league1-game2_01_units_stac_1360014616	s1-league1-game2_01_stac_1359734644
False	s1-league1-game2_01_units_stac_1360014617	s1-league1-game2_01_stac_1359734644
False	s1-league1-game2_01_units_stac_1360024616	s1-league1-game2_01_stac_1359734645
True	s1-league1-game2_01_units_stac_1360204616	s1-league1-game2_01_stac_1359734663
True	s1-league1-game2_01_units_stac_1360214616	s1-league1-game2_01_stac_1359734664
True	s1-league1-game2_01_units_stac_1360224616	s1-league1-game2_01_stac_1359734665
False	s1-league1-game2_01_units_stac_1360344616	s1-league1-game2_01_stac_1359734677
True	s1-league1-game2_01_units_stac_1360354616	s1-league1-game2_01_stac_1359734678
False	s1-league1-game2_01_units_stac_1360384616	s1-league1-game2_01_stac_1359734681
True	s1-league1-game2_01_units_stac_1360394616	s1-league1-game2_01_stac_1359734682
True	s1-league1-game2_01_units_stac_1360404616	s1-league1-game2_01_stac_1359734683
True	s1-league1-game2_01_units_stac_1360414616	s1-league1-game2_01_stac_1359734684
True	s1-league1-game2_01_units_stac_1360424616	s1-league1-game2_01_stac_1359734685
True	s1-league1-game2_01_units_stac_1360434616	s1-league1-game2_01_stac_1359734686
True	s1-league1-game2_01_units_stac_1360444616	s1-league1-game2_01_stac_1359734687
False	s1-league1-game2_02_units_stac_1359784616	s1-league1-game2_02_stac_1359734621
True	s1-league1-game2_02_units_stac_1359794616	s1-league1-game2_02_stac_1359734622
True	s1-league1-game2_02_units_stac_1359804616	s1-league1-game2_02_stac_1359734623
False	s1-league1-game2_02_units_stac_1359814616	s1-league1-game2_02_stac_1359734624
True	s1-league1-game2_02_units_stac_1359824616	s1-league1-game2_02_stac_1359734625
False	s1-league1-game2_02_units_stac_1359844616	s1-league1-game2_02_stac_1359734627
False	s1-league1-game2_02_units_stac_1359854616	s1-league1-game2_02_stac_1359734628
False	s1-league1-game2_02_units_stac_1359914616	s1-league1-game2_02_stac_1359734634
True	s1-league1-game2_02_units_stac_1359924616	s1-league1-game2_02_stac_1359734635
True	s1-league1-game2_02_units_stac_1359934616	s1-league1-game2_02_stac_1359734636
False	s1-league1-game2_02_units_stac_1359984616	s1-league1-game2_02_stac_1359734641
True	s1-league1-game2_02_units_stac_1359994616	s1-league1-game2_02_stac_1359734642
True	s1-league1-game2_02_units_stac_1360004616	s1-league1-game2_02_stac_1359734643
False	s1-league1-game2_02_units_stac_1360044616	s1-league1-game2_02_stac_1359734647
True	s1-league1-game2_02_units_stac_1360054616	s1-league1-game2_02_stac_1359734648
True	s1-league1-game2_02_units_stac_1360064616	s1-league1-game2_02_stac_1359734649
False	s1-league1-game2_02_units_stac_1360124616	s1-league1-game2_02_stac_1359734655
True	s1-league1-game2_02_units_stac_1360134616	s1-league1-game2_02_stac_1359734656
True	s1-league1-game2_02_units_stac_1360144616	s1-league1-game2_02_stac_1359734657
False	s1-league1-game2_02_units_stac_1360174616	s1-league1-game2_02_stac_1359734660
False	s1-league1-game2_02_units_stac_1360184616	s1-league1-game2_02_stac_1359734661
False	s1-league1-game2_03_units_stac_1359764616	s1-league1-game2_03_stac_1359734619
False	s1-league1-game2_03_units_stac_1359774616	s1-league1-game2_03_stac_1359734620
False	s1-league1-game2_03_units_stac_1359784616	s1-league1-game2_03_stac_1359734621
True	s1-league1-game2_03_units_stac_1359794616	s1-league1-game2_03_stac_1359734622
True	s1-league1-game2_03_units_stac_1359804616	s1-league1-game2_03_stac_1359734623
False	s1-league1-game2_03_units_stac_1359824616	s1-league1-game2_03_stac_1359734625
False	s1-league1-game2_03_units_stac_1359834616	s1-league1-game2_03_stac_1359734626
False	s1-league1-game2_03_units_stac_1359874616	s1-league1-game2_03_stac_1359734630
False	s1-league1-game2_03_units_stac_1359874617	s1-league1-game2_03_stac_1359734630
False	s1-league1-game2_03_units_stac_1359884616	s1-league1-game2_03_stac_1359734631
False	s1-league1-game2_03_units_stac_1359894616	s1-league1-game2_03_stac_1359734632
False	s1-league1-game2_03_units_stac_1359904616	s1-league1-game2_03_stac_1359734633
True	s1-league1-game2_03_units_stac_1359964616	s1-league1-game2_03_stac_1359734639
False	s1-league1-game2_03_units_stac_1359974616	s1-league1-game2_03_stac_1359734640
False	s1-league1-game2_03_units_stac_1359984616	s1-league1-game2_03_stac_1359734641
False	s1-league1-game2_03_units_stac_1360254616	s1-league1-game2_03_stac_1359734668
False	s1-league1-game2_03_units_stac_1360264616	s1-league1-game2_03_stac_1359734669
False	s1-league1-game2_03_units_stac_1360274616	s1-league1-game2_03_stac_1359734670
True	s1-league1-game2_03_units_stac_1360304616	s1-league1-game2_03_stac_1359734673
False	s1-league1-game2_03_units_stac_1360314616	s1-league1-game2_03_stac_1359734674
False	s1-league1-game2_03_units_stac_1360324616	s1-league1-game2_03_stac_1359734675
True	s1-league1-game2_03_units_stac_1360354616	s1-league1-game2_03_stac_1359734678
False	s1-league1-game2_03_units_stac_1360364616	s1-league1-game2_03_stac_1359734679
False	s1-league1-game2_03_units_stac_1360374616	s1-league1-game2_03_stac_1359734680
